"Name","ResourcePath","Category","ArmsOnly","SizeKB"
"fubuki","characters/models/exg/fubuki/fubuki.vmdl","characters","False","528.2"
"fufu","characters/models/upkk/fufu/fufu.vmdl","characters","False","194.5"
"fufu arms","characters/models/upkk/fufu/fufu_arms.vmdl","characters","True","21"
"fufu armsv3","characters/models/upkk/fufuv3/fufu_armsv3.vmdl","characters","False","56.6"
"fufu magic","characters/models/upkk/fufu_magic/fufu_magic.vmdl","characters","False","1282.4"
"fufu magic arms","characters/models/upkk/fufu_magic/fufu_magic_arms.vmdl","characters","True","97.1"
"fufu magic nohitbox","characters/models/upkk/fufu_magic/fufu_magic_nohitbox.vmdl","characters","False","1281.7"
"fufu mm21","characters/models/upkk/fufu_mm21/fufu_mm21.vmdl","characters","False","3290.2"
"fufu mm21 arms","characters/models/upkk/fufu_mm21/fufu_mm21_arms.vmdl","characters","True","87.7"
"fufu mm21 nohitbox","characters/models/upkk/fufu_mm21/fufu_mm21_nohitbox.vmdl","characters","False","3289.6"
"fufu nohitbox","characters/models/upkk/fufu/fufu_nohitbox.vmdl","characters","False","193.8"
"fufu sakura","characters/models/upkk/fufu_sakura/fufu_sakura.vmdl","characters","False","1558.8"
"fufu sakura arms","characters/models/upkk/fufu_sakura/fufu_sakura_arms.vmdl","characters","True","37.6"
"fufu sakura nohitbox","characters/models/upkk/fufu_sakura/fufu_sakura_nohitbox.vmdl","characters","False","1558.2"
"fufu v2","characters/models/upkk/fufu_v2/fufu_v2.vmdl","characters","False","591.6"
"fufu v2 arms","characters/models/upkk/fufu_v2/fufu_v2_arms.vmdl","characters","True","38.9"
"fufu v2 nohitbox","characters/models/upkk/fufu_v2/fufu_v2_nohitbox.vmdl","characters","False","590.8"
"fufu whitesnow","characters/models/upkk/fufu_whitesnow/fufu_whitesnow.vmdl","characters","False","1238.4"
"fufuv3","characters/models/upkk/fufuv3/fufuv3.vmdl","characters","False","1420"
"fufuv3 nohitbox","characters/models/upkk/fufuv3/fufuv3_nohitbox.vmdl","characters","False","1417.7"
"fuhua","characters/maoling/honkai_impact/fuhua/crane/fuhua.vmdl","characters","False","834.1"
"fuhua arms","characters/maoling/honkai_impact/fuhua/crane/arms/fuhua_arms.vmdl","characters","True","184"
"fumo","characters/models/flandre_scarlet/fumo/fumo.vmdl","characters","False","873.2"
"fumo cirno","characters/models/cirno/fumo/fumo_cirno.vmdl","characters","False","673.6"
"furina","characters/flux/furina/furina.vmdl","characters","False","280.6"
"furina","characters/maoling/genshin_impact/furina/normal/furina.vmdl","characters","False","865.6"
"furina","characters/models/oylsister/genshin/furina/furina.vmdl","characters","False","1925.4"
"furina arms","characters/maoling/genshin_impact/furina/normal/arms/furina_arms.vmdl","characters","True","142.7"
"furina arms","characters/models/oylsister/genshin/furina/furina_arms.vmdl","characters","True","81.3"
"furina dummy","characters/flux/furina/furina_dummy.vmdl","characters","False","733.2"
"fuxuan","characters/maoling/star_rail/fuxuan/normal/fuxuan.vmdl","characters","False","856.7"
"fuxuan","characters/models/fuxuan/fuxuan.vmdl","characters","False","1498.9"
"fuxuan arms","characters/maoling/star_rail/fuxuan/normal/arms/fuxuan_arms.vmdl","characters","True","118.1"
"fuxuan nohitbox","characters/models/fuxuan/fuxuan_nohitbox.vmdl","characters","False","1498"
"fuxuanarms","characters/models/fuxuan/fuxuanarms.vmdl","characters","False","215.7"
"g11","characters/models/g11/g11.vmdl","characters","False","1142.6"
"g11 2","characters/models/g11/g11_2.vmdl","characters","False","1368.3"
"ganyu","characters/flux/ganyu/ganyu.vmdl","characters","False","280.6"
"ganyu","characters/models/exg/ruiyiwelkin/ganyu/ganyu.vmdl","characters","False","765.3"
"ganyu dummy","characters/flux/ganyu/ganyu_dummy.vmdl","characters","False","483.2"
"gawr gura player model","characters/models/nozb1/gawr_gura_player_model/gawr_gura_player_model.vmdl","characters","False","1443.9"
"gawr gura player model body v2","characters/models/nozb1/gawr_gura_player_model/gawr_gura_player_model_body_v2.vmdl","characters","False","1078.3"
"gawr gura player model nohitbox","characters/models/nozb1/gawr_gura_player_model/gawr_gura_player_model_nohitbox.vmdl","characters","False","1433.9"
"gawr gura pm arm","characters/models/nozb1/gawr_gura_player_model/gawr_gura_pm_arm.vmdl","characters","True","582.8"
"genesis","characters/models/s2ze/ms/genesis/genesis.vmdl","characters","False","1104.8"
"gfl2 darture","characters/models/toppi/gfl2/gfl2_darture.vmdl","characters","False","1013.7"
"gfl2 darture arms","characters/models/toppi/gfl2/gfl2_darture_arms.vmdl","characters","True","362.7"
"gfl2 darture nohbox","characters/models/toppi/gfl2/gfl2_darture_nohbox.vmdl","characters","False","1010.6"
"gfl2 groza dress","characters/models/toppi/gfl2/gfl2_groza_dress.vmdl","characters","False","1608.4"
"gfl2 groza dress arms","characters/models/toppi/gfl2/gfl2_groza_dress_arms.vmdl","characters","True","333"
"gfl2 groza dress nohitbox","characters/models/toppi/gfl2/gfl2_groza_dress_nohitbox.vmdl","characters","False","1601.4"
"gfl2 klukai default","characters/models/toppi/gfl2/gfl2_klukai_default.vmdl","characters","False","1732.3"
"gfl2 klukai default arms","characters/models/toppi/gfl2/gfl2_klukai_default_arms.vmdl","characters","True","198.2"
"gfl2 klukai default nohbox","characters/models/toppi/gfl2/gfl2_klukai_default_nohbox.vmdl","characters","False","1729.3"
"gfl2 krolik","characters/models/toppi/gfl2/gfl2_krolik.vmdl","characters","False","2368.6"
"gfl2 krolik arms","characters/models/toppi/gfl2/gfl2_krolik_arms.vmdl","characters","True","575.8"
"gfl2 krolik nohitbox","characters/models/toppi/gfl2/gfl2_krolik_nohitbox.vmdl","characters","False","2353"
"gfl2 lainie default","characters/models/toppi/gfl2/gfl2_lainie_default.vmdl","characters","False","1541"
"gfl2 lainie default arms","characters/models/toppi/gfl2/gfl2_lainie_default_arms.vmdl","characters","True","668.4"
"gfl2 lainie default nohbox","characters/models/toppi/gfl2/gfl2_lainie_default_nohbox.vmdl","characters","False","1539.5"
"gfl2 lainie dorm","characters/models/toppi/gfl2/gfl2_lainie_dorm.vmdl","characters","False","1096.8"
"gfl2 lainie dorm arms","characters/models/toppi/gfl2/gfl2_lainie_dorm_arms.vmdl","characters","True","612.2"
"gfl2 lainie dorm nohbox","characters/models/toppi/gfl2/gfl2_lainie_dorm_nohbox.vmdl","characters","False","1095.4"
"gfl2 lainie opbutterfly","characters/models/toppi/gfl2/gfl2_lainie_opbutterfly.vmdl","characters","False","1372.3"
"gfl2 lainie opbutterfly arms","characters/models/toppi/gfl2/gfl2_lainie_opbutterfly_arms.vmdl","characters","True","609.7"
"gfl2 lainie opbutterfly nohbox","characters/models/toppi/gfl2/gfl2_lainie_opbutterfly_nohbox.vmdl","characters","False","1370.9"
"gfl2 lenna default","characters/models/toppi/gfl2/gfl2_lenna_default.vmdl","characters","False","1477.6"
"gfl2 lenna default arms","characters/models/toppi/gfl2/gfl2_lenna_default_arms.vmdl","characters","True","124.3"
"gfl2 lenna default nohbox","characters/models/toppi/gfl2/gfl2_lenna_default_nohbox.vmdl","characters","False","1474.5"
"gfl2 lenna night","characters/models/toppi/gfl2/gfl2_lenna_night.vmdl","characters","False","2433.6"
"gfl2 lenna night arms","characters/models/toppi/gfl2/gfl2_lenna_night_arms.vmdl","characters","True","491.5"
"gfl2 lenna night nohitbox","characters/models/toppi/gfl2/gfl2_lenna_night_nohitbox.vmdl","characters","False","2411.8"
"gfl2 leva default","characters/models/toppi/gfl2/gfl2_leva_default.vmdl","characters","False","2412.2"
"gfl2 leva default arms","characters/models/toppi/gfl2/gfl2_leva_default_arms.vmdl","characters","True","775.7"
"gfl2 leva default nohbox","characters/models/toppi/gfl2/gfl2_leva_default_nohbox.vmdl","characters","False","2408.3"
"gfl2 leva flower","characters/models/toppi/gfl2/gfl2_leva_flower.vmdl","characters","False","1651"
"gfl2 leva flower arms","characters/models/toppi/gfl2/gfl2_leva_flower_arms.vmdl","characters","True","271.6"
"gfl2 leva flower nohbox","characters/models/toppi/gfl2/gfl2_leva_flower_nohbox.vmdl","characters","False","1647.1"
"gfl2 makiatto","characters/models/toppi/gfl2/gfl2_makiatto.vmdl","characters","False","1535.1"
"gfl2 makiatto arms","characters/models/toppi/gfl2/gfl2_makiatto_arms.vmdl","characters","True","192.8"
"gfl2 makiatto dress","characters/models/toppi/gfl2/gfl2_makiatto_dress.vmdl","characters","False","2244.4"
"gfl2 makiatto dress arms","characters/models/toppi/gfl2/gfl2_makiatto_dress_arms.vmdl","characters","True","331.5"
"gfl2 makiatto nohitbox","characters/models/toppi/gfl2/gfl2_makiatto_nohitbox.vmdl","characters","False","1528.1"
"gfl2 metchy default","characters/models/toppi/gfl2/gfl2_metchy_default.vmdl","characters","False","1480.3"
"gfl2 metchy default arms","characters/models/toppi/gfl2/gfl2_metchy_default_arms.vmdl","characters","True","224.4"
"gfl2 metchy default nohbox","characters/models/toppi/gfl2/gfl2_metchy_default_nohbox.vmdl","characters","False","1478"
"gfl2 papasha default","characters/models/toppi/gfl2/gfl2_papasha_default.vmdl","characters","False","718"
"gfl2 papasha default arms","characters/models/toppi/gfl2/gfl2_papasha_default_arms.vmdl","characters","True","215.7"
"gfl2 papasha default nohbox","characters/models/toppi/gfl2/gfl2_papasha_default_nohbox.vmdl","characters","False","716.6"
"gfl2 suomi","characters/models/toppi/gfl2/gfl2_suomi.vmdl","characters","False","1942.4"
"gfl2 suomi arms","characters/models/toppi/gfl2/gfl2_suomi_arms.vmdl","characters","True","246.1"
"gfl2 suomi nohitbox","characters/models/toppi/gfl2/gfl2_suomi_nohitbox.vmdl","characters","False","1922.1"
"gfl2 vector bunny","characters/models/toppi/gfl2/gfl2_vector_bunny.vmdl","characters","False","1459.5"
"gfl2 vector bunny arms","characters/models/toppi/gfl2/gfl2_vector_bunny_arms.vmdl","characters","True","226.3"
"gfl2 vector bunny nohbox","characters/models/toppi/gfl2/gfl2_vector_bunny_nohbox.vmdl","characters","False","1455.7"
"gfl2 vector default","characters/models/toppi/gfl2/gfl2_vector_default.vmdl","characters","False","1420.2"
"gfl2 vector default arms","characters/models/toppi/gfl2/gfl2_vector_default_arms.vmdl","characters","True","184"
"gfl2 vector default nohbox","characters/models/toppi/gfl2/gfl2_vector_default_nohbox.vmdl","characters","False","1416.5"
"gfl2 vector molotov","characters/models/toppi/gfl2/gfl2_vector_molotov.vmdl","characters","False","4253.6"
"gfl2 vector molotov arms","characters/models/toppi/gfl2/gfl2_vector_molotov_arms.vmdl","characters","True","258.8"
"gfl2 vector molotov nohbox","characters/models/toppi/gfl2/gfl2_vector_molotov_nohbox.vmdl","characters","False","4237.7"
"glove arms","characters/models/public_girlhands/glove_arms.vmdl","characters","True","61.7"
"glove arms2","characters/models/public_girlhands/glove_arms2.vmdl","characters","False","63"
"gmod arms","characters/models/oylsister/template/gmod/gmod_arms.vmdl","characters","True","3.5"
"gmod template","characters/models/oylsister/template/gmod/gmod_template.vmdl","characters","False","28.1"
"goldship","characters/models/oylsister/uma_musume/gold_ship/goldship.vmdl","characters","False","738.1"
"goldship arms","characters/models/oylsister/uma_musume/gold_ship/goldship_arms.vmdl","characters","True","114.7"
"gouqi","characters/models/gouqi/gouqi.vmdl","characters","False","1373.5"
"gran alegria","characters/models/upkk/gran_alegria/gran_alegria.vmdl","characters","False","640.1"
"gran alegria nohitbox","characters/models/upkk/gran_alegria/gran_alegria_nohitbox.vmdl","characters","False","639.2"
"grass wonder","characters/models/grass_wonder/grass_wonder.vmdl","characters","False","545.8"
"green q","characters/models/momoyi/green_q.vmdl","characters","False","389.3"
"griseo","characters/maoling/honkai_impact/griseo/summer_painting/griseo.vmdl","characters","False","620.3"
"griseo","characters/models/griseo/griseo.vmdl","characters","False","477.7"
"griseo","characters/models/upkk/griseo/griseo.vmdl","characters","False","383.4"
"griseo arm","characters/models/upkk/griseo/griseo_arm.vmdl","characters","True","126.1"
"griseo arms","characters/maoling/honkai_impact/griseo/summer_painting/arms/griseo_arms.vmdl","characters","True","126.4"
"griseo nohitbox","characters/models/upkk/griseo/griseo_nohitbox.vmdl","characters","False","382.3"
"guanghuilifu","characters/models/guanghuilifu/guanghuilifu.vmdl","characters","False","861.8"
"guanghuilifu arms","characters/models/guanghuilifu/arms/guanghuilifu_arms.vmdl","characters","True","84"
"gugugaga","characters/models/aquaz/hoshistar/gugugaga/gugugaga.vmdl","characters","False","585.9"
"gumi","characters/models/upkk/gumi_china_dress/gumi.vmdl","characters","False","668.8"
"gumi arms","characters/models/upkk/gumi_china_dress/gumi_arms.vmdl","characters","True","58.6"
"gumi china dress arms prefab","characters/models/hlym/gumi_china_dress/gumi_china_dress_arms_prefab.vmdl","characters","True","61.9"
"gumi china dress prefab","characters/models/hlym/gumi_china_dress/gumi_china_dress_prefab.vmdl","characters","False","739.2"
"gumi china dress prefab nohitbox","characters/models/hlym/gumi_china_dress/gumi_china_dress_prefab_nohitbox.vmdl","characters","False","738.1"
"gumi nohitbox","characters/models/upkk/gumi_china_dress/gumi_nohitbox.vmdl","characters","False","667.1"
"gura sk2model","characters/models/hmn_sk2/vtuber/gura/gura_sk2model.vmdl","characters","False","799.9"
"gura sk2modelarm","characters/models/hmn_sk2/vtuber/gura/gura_sk2modelarm.vmdl","characters","False","106.6"
"haipa","characters/maoling/misc/haipa/haipa.vmdl","characters","False","313.7"
"haipa arms","characters/maoling/misc/haipa/arms/haipa_arms.vmdl","characters","True","103.8"
"hakari","characters/models/exg/hakari/hakari.vmdl","characters","False","556.4"
"haku","characters/models/exg/haku/haku.vmdl","characters","False","1092.2"
"haku","characters/models/haku/haku.vmdl","characters","False","1174.8"
"haku","characters/models/oylsister/vocaloid/haku/haku.vmdl","characters","False","800.2"
"haku","characters/models/upkk/etoile_haku/haku.vmdl","characters","False","464.8"
"haku","characters/models/upkk/haku_rabbit_cloth/haku.vmdl","characters","False","360.4"
"haku","characters/models/upkk/red_kimono_haku/haku.vmdl","characters","False","481"
"haku arm","characters/models/upkk/etoile_haku/haku_arm.vmdl","characters","True","103.6"
"haku arm","characters/models/upkk/haku_rabbit_cloth/haku_arm.vmdl","characters","True","96.8"
"haku arm","characters/models/upkk/red_kimono_haku/haku_arm.vmdl","characters","True","252.7"
"haku arms","characters/models/haku/arms/haku_arms.vmdl","characters","True","275.2"
"haku black wedding dress","characters/models/exg/haku_black_wedding_dress/haku_black_wedding_dress.vmdl","characters","False","1095.6"
"haku hand","characters/models/oylsister/vocaloid/haku/haku_hand.vmdl","characters","False","54.5"
"haku nohitbox","characters/models/upkk/etoile_haku/haku_nohitbox.vmdl","characters","False","463.6"
"haku nohitbox","characters/models/upkk/haku_rabbit_cloth/haku_nohitbox.vmdl","characters","False","359.3"
"haku nohitbox","characters/models/upkk/red_kimono_haku/haku_nohitbox.vmdl","characters","False","479.9"
"haku school","characters/models/upkk/haku_school/haku_school.vmdl","characters","False","455.8"
"haku school nohitbox","characters/models/upkk/haku_school/haku_school_nohitbox.vmdl","characters","False","454.8"
"haku wedding dress","characters/models/upkk/haku_wedding_dress/haku_wedding_dress.vmdl","characters","False","1662.7"
"haku wedding dress arm","characters/models/upkk/haku_wedding_dress/haku_wedding_dress_arm.vmdl","characters","True","114.5"
"haku wedding dress nohitbox","characters/models/upkk/haku_wedding_dress/haku_wedding_dress_nohitbox.vmdl","characters","False","1661.6"
"hakurei reimu","characters/models/upkk/hakurei_reimu/hakurei_reimu.vmdl","characters","False","1098.3"
"hakurei reimu nohitbox","characters/models/upkk/hakurei_reimu/hakurei_reimu_nohitbox.vmdl","characters","False","1097.3"
"halo","characters/models/mika/halo.vmdl","characters","False","65.9"
"halo","characters/models/shiroko/halo.vmdl","characters","False","14.9"
"han laffey","characters/models/han_laffey/han_laffey.vmdl","characters","False","396.6"
"han laffey","characters/models/upkk/han_laffey/han_laffey.vmdl","characters","False","396.7"
"han laffey arms","characters/models/han_laffey/han_laffey_arms.vmdl","characters","True","98.7"
"han laffey arms","characters/models/upkk/han_laffey/han_laffey_arms.vmdl","characters","True","103"
"han laffey nohitbox","characters/models/upkk/han_laffey/han_laffey_nohitbox.vmdl","characters","False","396.7"
"hanako","characters/models/exg/sd_hanako/hanako.vmdl","characters","False","505.1"
"haruka","characters/models/exg/haruka/haruka.vmdl","characters","False","419.8"
"haruna","characters/models/exg/haruna/haruna.vmdl","characters","False","419.4"
"hd2 bo1 tac","characters/models/s2ze/hd2_b01_tac/hd2_bo1_tac.vmdl","characters","False","1128"
"hd2 bo1 tac arms","characters/models/s2ze/hd2_b01_tac/hd2_bo1_tac_arms.vmdl","characters","True","277.8"
"hd2 bo1 tac nohitbox","characters/models/s2ze/hd2_b01_tac/hd2_bo1_tac_nohitbox.vmdl","characters","False","1124"
"headcrab","characters/models/aquaz/hoshistar/zombies/headcrab.vmdl","characters","False","214.7"
"heavy boss","characters/models/exg/heavy_boss/heavy_boss.vmdl","characters","False","150.6"
"heavy mutation","characters/models/shared/zombies/heavy_mutation.vmdl","characters","False","213.3"
"hehuanshu","characters/models/hehuanshu/hehuanshu.vmdl","characters","False","3341.8"
"helia","characters/maoling/honkai_impact/helia/boltstorm/helia.vmdl","characters","False","939.7"
"helia arms","characters/maoling/honkai_impact/helia/boltstorm/arms/helia_arms.vmdl","characters","True","135.2"
"herloher","characters/models/herloher/herloher.vmdl","characters","False","1466.3"
"herloher chinadress","characters/models/herloher/chinadress/herloher_chinadress.vmdl","characters","False","1121.4"
"herta","characters/models/exg/herta/herta.vmdl","characters","False","677.8"
"hieda no akyuu","characters/models/hieda_no_akyuu/hieda_no_akyuu.vmdl","characters","False","543"
"hihumi","characters/models/exg/hihumi/hihumi.vmdl","characters","False","474.2"
"hikari","characters/models/kianya/vrc/hikari/hikari.vmdl","characters","False","1104.3"
"hikari","characters/models/oylsister/blue_archive/hikari/hikari.vmdl","characters","False","1390.6"
"hikari arms","characters/models/kianya/vrc/hikari/hikari_arms.vmdl","characters","True","139"
"hikari arms","characters/models/oylsister/blue_archive/hikari/hikari_arms.vmdl","characters","True","79.5"
"hikari2","characters/models/oylsister/blue_archive/hikari/hikari2.vmdl","characters","False","1438.9"
"hina","characters/models/exg/hina/hina.vmdl","characters","False","2676.8"
"hina","characters/models/hina/hina.vmdl","characters","False","1312.5"
"hiro","characters/models/hiro/hiro.vmdl","characters","False","1537.5"
"hiyori","characters/models/exg/hiyori/hiyori.vmdl","characters","False","477"
"hk416","characters/flux/hk416/hk416.vmdl","characters","False","280.6"
"hk416","characters/maoling/girls_frontline/hk416/starry_cocoon/hk416.vmdl","characters","False","941.6"
"hk416","characters/models/exg/bot04/hk416/hk416.vmdl","characters","False","1307.6"
"hk416","characters/models/hk416/hk416.vmdl","characters","False","889.4"
"hk416 arms","characters/maoling/girls_frontline/hk416/starry_cocoon/arms/hk416_arms.vmdl","characters","True","247.6"
"hk416 dummy","characters/flux/hk416/hk416_dummy.vmdl","characters","False","848.4"
"hk416 wedding","characters/models/upkk/416_wedding/hk416_wedding.vmdl","characters","False","510.1"
"hk416 wedding arm","characters/models/upkk/416_wedding/hk416_wedding_arm.vmdl","characters","True","125.6"
"hk416 wedding nohitbox","characters/models/upkk/416_wedding/hk416_wedding_nohitbox.vmdl","characters","False","509"
"hlym teto arms prefab","characters/models/hlym/kimono_teto/hlym_teto_arms_prefab.vmdl","characters","True","65.5"
"hoho lime","characters/models/exg/ruiyiwelkin/hoho_lime/hoho_lime.vmdl","characters","False","3066"
"holosmoll","characters/models/exg/smoll_hololive/holosmoll.vmdl","characters","False","5694.2"
"honkai starrail huohuo","characters/models/exg/honkai_starrail_huohuo/honkai_starrail_huohuo.vmdl","characters","False","1622.6"
"hoppou arms prefab","characters/models/hlym/hoppou/hoppou_arms_prefab.vmdl","characters","True","42.4"
"hoppou prefab","characters/models/hlym/hoppou/hoppou_prefab.vmdl","characters","False","346.3"
"horiz","characters/models/horiz/horiz.vmdl","characters","False","1112.8"
"hoshino","characters/models/exg/hoshino/hoshino.vmdl","characters","False","1551.9"
"hoshino","characters/models/exg/sd_hoshino/hoshino.vmdl","characters","False","446.4"
"hoshino","characters/models/hoshino/hoshino.vmdl","characters","False","1354.7"
"hoshino","characters/models/oylsister/blue_archive/hoshino/hoshino.vmdl","characters","False","2830.9"
"hoshino","characters/models/rss/hoshino/hoshino.vmdl","characters","False","1951.7"
"hoshino","characters/models/upkk/hoshino_origin/hoshino.vmdl","characters","False","511.2"
"hoshino","characters/models/upkk/hoshino_swimsuit/hoshino.vmdl","characters","False","448.4"
"hoshino arm","characters/models/upkk/hoshino_origin/hoshino_arm.vmdl","characters","True","97.7"
"hoshino arm","characters/models/upkk/hoshino_swimsuit/hoshino_arm.vmdl","characters","True","99"
"hoshino arms","characters/models/rss/hoshino/hoshino_arms.vmdl","characters","True","380.9"
"hoshino hand","characters/models/oylsister/blue_archive/hoshino/hoshino_hand.vmdl","characters","False","350.3"
"hoshino hinata","characters/models/hoshino_hinata/hoshino_hinata.vmdl","characters","False","944.6"
"hoshino ichika","characters/models/kx/hoshino_ichika/hoshino_ichika.vmdl","characters","False","526.4"
"hoshino ichika arms","characters/models/kx/hoshino_ichika/hoshino_ichika_arms.vmdl","characters","True","56.9"
"hoshino nohitbox","characters/models/upkk/hoshino_origin/hoshino_nohitbox.vmdl","characters","False","509"
"hoshino swim","characters/models/exg/bot04/hoshino_swim/hoshino_swim.vmdl","characters","False","3268.4"
"hoshino swimsuit","characters/models/upkk/hoshino_swimsuit/hoshino_swimsuit.vmdl","characters","False","446.1"
"host zombie","characters/models/shared/zombies/host_zombie.vmdl","characters","False","172.6"
"hslf","characters/models/upkk/hslf_upkk/hslf.vmdl","characters","False","1145.7"
"hslf arms","characters/models/upkk/hslf_upkk/arms/hslf_arms.vmdl","characters","True","153.7"
"hslf nohitbox","characters/models/upkk/hslf_upkk/hslf_nohitbox.vmdl","characters","False","1143.5"
"hsr silverwolf","characters/models/toppi/hsr/hsr_silverwolf.vmdl","characters","False","1450.9"
"hsr silverwolf arms","characters/models/toppi/hsr/hsr_silverwolf_arms.vmdl","characters","True","537.8"
"hsr silverwolf cube","characters/models/toppi/hsr/hsr_silverwolf/submodels/hsr_silverwolf_cube.vmdl","characters","False","6.2"
"hsr silverwolf nohbox","characters/models/toppi/hsr/hsr_silverwolf_nohbox.vmdl","characters","False","1446.3"
"hsr the herta","characters/models/toppi/hsr/hsr_the_herta.vmdl","characters","False","3180.8"
"hsr the herta arms","characters/models/toppi/hsr/hsr_the_herta_arms.vmdl","characters","True","387.5"
"hsr the herta nohitbox","characters/models/toppi/hsr/hsr_the_herta_nohitbox.vmdl","characters","False","3173.8"
"huahuo","characters/models/huahuo/huahuo.vmdl","characters","False","1139.7"
"huahuo nohitbox","characters/models/huahuo/huahuo_nohitbox.vmdl","characters","False","1138.8"
"huajiamaonuo","characters/models/huajiamaonuo/huajiamaonuo.vmdl","characters","False","1027.4"
"huajiamaonuo nohitbox","characters/models/huajiamaonuo/huajiamaonuo_nohitbox.vmdl","characters","False","1025.7"
"huajiamaonuoarms","characters/models/huajiamaonuo/huajiamaonuoarms.vmdl","characters","False","144"
"huajiayuexia","characters/models/huajiayuexia/huajiayuexia.vmdl","characters","False","1045.2"
"huajiayuexia arms","characters/models/huajiayuexia/huajiayuexia_arms.vmdl","characters","True","73.1"
"huaohuoarms","characters/models/huahuo/huaohuoarms.vmdl","characters","False","146.9"
"human","characters/models/exg/pm_items_fix/human.vmdl","characters","False","1709.1"
"hunshaguanghui","characters/models/hunshaguanghui/hunshaguanghui.vmdl","characters","False","1270.1"
"hunshaguanghui arms","characters/models/hunshaguanghui/arms/hunshaguanghui_arms.vmdl","characters","True","201.6"
"hunter squad","characters/models/exg/ruiyiwelkin/hunter_squad/hunter_squad.vmdl","characters","False","425"
"huohua","characters/flux/huohua/huohua.vmdl","characters","False","581.6"
"huohua arms","characters/flux/huohua/huohua_arms.vmdl","characters","True","85.6"
"hutao","characters/models/hutao/hutao.vmdl","characters","False","457.6"
"hutao","characters/models/keung/hutao/hutao.vmdl","characters","False","425.3"
"hutao","characters/models/rho/hutao/hutao.vmdl","characters","False","405.6"
"hutao arms","characters/models/hutao/hutao_arms.vmdl","characters","True","67.8"
"hutao arms","characters/models/keung/hutao/hutao_arms.vmdl","characters","True","71.8"
"hutao arms","characters/models/rho/hutao/hutao_arms.vmdl","characters","True","68.8"
"hutao cny","characters/models/oylsister/genshin/hutao_cny/hutao_cny.vmdl","characters","False","1398.9"
"hutao cny arms","characters/models/oylsister/genshin/hutao_cny/hutao_cny_arms.vmdl","characters","True","92.5"
"ibuki suika","characters/models/ibuki_suika/ibuki_suika.vmdl","characters","False","2703"
"ill china","characters/models/upkk/ill_china_dress/ill_china.vmdl","characters","False","470.1"
"ill china arm","characters/models/upkk/ill_china_dress/ill_china_arm.vmdl","characters","True","108.4"
"ill china nohitbox","characters/models/upkk/ill_china_dress/ill_china_nohitbox.vmdl","characters","False","469"
"ill prom","characters/models/upkk/illustrious_prom_dress/ill_prom.vmdl","characters","False","775.9"
"ill prom arm","characters/models/upkk/illustrious_prom_dress/ill_prom_arm.vmdl","characters","True","102"
"ill prom nohitbox","characters/models/upkk/illustrious_prom_dress/ill_prom_nohitbox.vmdl","characters","False","774.8"
"ill wedding","characters/models/exg/ill_wedding/ill_wedding.vmdl","characters","False","1074.3"
"illustrious","characters/models/upkk/illustrious_wedding_dress/illustrious.vmdl","characters","False","826.3"
"illustrious","characters/models/upkk/tea_dress_illustrious/illustrious.vmdl","characters","False","460.8"
"illustrious arm","characters/models/upkk/illustrious_wedding_dress/illustrious_arm.vmdl","characters","True","150.6"
"illustrious arm","characters/models/upkk/tea_dress_illustrious/illustrious_arm.vmdl","characters","True","97.8"
"illustrious nohitbox","characters/models/upkk/illustrious_wedding_dress/illustrious_nohitbox.vmdl","characters","False","825.2"
"illustrious nohitbox","characters/models/upkk/tea_dress_illustrious/illustrious_nohitbox.vmdl","characters","False","459.8"
"illustrious study","characters/models/upkk/illustrious_study/illustrious_study.vmdl","characters","False","1598.9"
"illustrious study arms","characters/models/upkk/illustrious_study/illustrious_study_arms.vmdl","characters","True","64.5"
"illustrious study nohitbox","characters/models/upkk/illustrious_study/illustrious_study_nohitbox.vmdl","characters","False","1598"
"imaizumi kagerou","characters/models/imaizumi_kagerou/imaizumi_kagerou.vmdl","characters","False","743.1"
"implacable","characters/models/upkk/implacable/implacable.vmdl","characters","False","969.8"
"implacable nohitbox","characters/models/upkk/implacable/implacable_nohitbox.vmdl","characters","False","967.8"
"inaba","characters/models/upkk/inaba/inaba.vmdl","characters","False","2193.5"
"inaba arms","characters/models/upkk/inaba/inaba_arms.vmdl","characters","True","135.4"
"inaba nothitbox","characters/models/upkk/inaba/inaba_nothitbox.vmdl","characters","False","2187.8"
"inaba tei","characters/models/inaba_tei/inaba_tei.vmdl","characters","False","621.9"
"infernal zombie","characters/models/shared/zombies/infernal_zombie.vmdl","characters","False","362.6"
"iochi mari gym","characters/models/iochi_mari_gym/iochi_mari_gym.vmdl","characters","False","1274"
"iochi mari gym arms","characters/models/iochi_mari_gym/iochi_mari_gym_arms.vmdl","characters","True","301.4"
"iori","characters/models/exg/sd_iori/iori.vmdl","characters","False","447.4"
"iroha","characters/models/exg/iroha/iroha.vmdl","characters","False","447.2"
"isaac clarke","characters/models/s2ze/isaac_clarke/isaac_clarke.vmdl","characters","False","366.6"
"isaac clarke nohitbox","characters/models/s2ze/isaac_clarke/isaac_clarke_nohitbox.vmdl","characters","False","365.8"
"ispink","characters/models/upkk/ispink/ispink.vmdl","characters","False","728.5"
"ispink arm","characters/models/upkk/ispink/ispink_arm.vmdl","characters","True","162.3"
"ispink nohitbox","characters/models/upkk/ispink/ispink_nohitbox.vmdl","characters","False","727.4"
